count,type,bath,bed,car,suburb,latitude,longitude,auction,private_treaty,prior_to_auction,year,price,offence_count
7,Townhouse,2,3,1,armadale,-37.85529684,145.017515,4,3,0,2016,1426000,600
67,ApartmentUnitFlat,1,1,1,armadale,-37.85832143,145.0192007,51,15,1,2017,659641,588
67,House,1,3,1,armadale,-37.85671492,145.0195185,58,9,0,2017,2657597,588
7,Townhouse,2,2,1,armadale,-37.85852987,145.023063,7,0,0,2017,1467571,588
83,ApartmentUnitFlat,1,1,1,armadale,-37.85791712,145.0196377,42,41,0,2018,671637,655
64,House,1,3,1,armadale,-37.85713315,145.0200355,40,22,2,2018,2634523,655
7,Townhouse,1,2,1,armadale,-37.857783,145.0178237,4,3,0,2018,1355142,655
73,ApartmentUnitFlat,1,1,1,armadale,-37.85815392,145.0189065,37,36,0,2019,709181,595
70,House,1,3,1,armadale,-37.85649685,145.0207018,31,39,0,2019,2718971,595
4,Townhouse,2,2,2,armadale,-37.85372957,145.0228788,2,2,0,2019,1983750,595
41,ApartmentUnitFlat,1,1,1,armadale,-37.85820263,145.0184038,14,27,0,2020,695129,679
27,House,1,3,1,armadale,-37.85743392,145.0195322,13,14,0,2020,2334196,679
2,Townhouse,2,2,2,armadale,-37.8540001,145.0201265,0,2,0,2020,1710250,679
2,House,1,3,3,arthurs creek,-37.5821056,145.204193,0,2,0,2011,672500,149
5,House,2,4,2,arthurs creek,-37.56966252,145.1924264,0,5,0,2014,1208000,161
10,House,1,3,2,arthurs creek,-37.56770412,145.2037906,0,10,0,2015,953400,201
9,House,2,4,2,arthurs creek,-37.58088053,145.2044641,0,9,0,2017,1471111,236
3,House,2,4,3,arthurs creek,-37.56685847,145.2191167,0,3,0,2019,1421666,208
2,House,1,3,2,arthurs creek,-37.57327465,145.203964,0,2,0,2020,1160000,191
19,ApartmentUnitFlat,1,1,1,ascot vale,-37.77606006,144.9194833,5,14,0,2011,426113,2675
64,House,1,2,1,ascot vale,-37.77722828,144.9128197,22,38,4,2011,864013,2675
12,Townhouse,1,2,1,ascot vale,-37.77956054,144.9138912,2,10,0,2011,582833,2675
24,ApartmentUnitFlat,1,2,1,ascot vale,-37.77629855,144.917252,3,21,0,2012,425270,3076
48,House,1,3,1,ascot vale,-37.7770431,144.9170576,15,32,1,2012,806177,3076
10,Townhouse,1,2,1,ascot vale,-37.77730476,144.911618,4,4,2,2012,529700,3076
28,ApartmentUnitFlat,1,1,1,ascot vale,-37.77657132,144.9166731,8,20,0,2013,380142,2992
89,House,1,3,1,ascot vale,-37.77590433,144.9173945,47,41,1,2013,837764,2992
9,Townhouse,1,2,1,ascot vale,-37.77933634,144.915736,0,9,0,2013,555944,2992
28,ApartmentUnitFlat,1,1,1,ascot vale,-37.77600253,144.9163205,14,13,1,2014,408285,3284
44,House,1,3,1,ascot vale,-37.7770872,144.9170027,31,13,0,2014,922140,3284
8,Townhouse,1,2,1,ascot vale,-37.77863795,144.9121971,6,1,1,2014,670687,3284
21,ApartmentUnitFlat,1,1,1,ascot vale,-37.77573537,144.9184088,12,9,0,2015,400702,2837
67,House,1,2,1,ascot vale,-37.77686958,144.9160014,51,15,1,2015,983164,2837
8,Townhouse,1,2,1,ascot vale,-37.77901534,144.9172539,4,4,0,2015,627625,2837
21,ApartmentUnitFlat,1,1,1,ascot vale,-37.77693278,144.9124722,6,13,2,2016,457119,3499
56,House,1,3,1,ascot vale,-37.77659816,144.9150616,31,23,2,2016,1174861,3499
18,Townhouse,1,2,1,ascot vale,-37.77741756,144.9146961,9,9,0,2016,748750,3499
16,ApartmentUnitFlat,1,1,1,ascot vale,-37.77648041,144.9164924,4,11,1,2017,431593,2934
52,House,1,3,1,ascot vale,-37.77647976,144.9159951,29,21,2,2017,1314569,2934
6,Townhouse,2,2,1,ascot vale,-37.7776319,144.911705,3,2,1,2017,791583,2934
21,ApartmentUnitFlat,1,1,1,ascot vale,-37.77864164,144.916104,8,13,0,2018,417761,2950
44,House,1,3,1,ascot vale,-37.7757215,144.9142246,23,19,2,2018,1373159,2950
15,Townhouse,1,2,1,ascot vale,-37.77761384,144.9185627,8,7,0,2018,873533,2950
30,ApartmentUnitFlat,1,1,1,ascot vale,-37.77747123,144.9140678,7,23,0,2019,440333,2916
54,House,1,3,1,ascot vale,-37.77664829,144.9160803,23,28,3,2019,1208583,2916
17,Townhouse,2,2,1,ascot vale,-37.77967385,144.9100532,4,13,0,2019,945264,2916
16,ApartmentUnitFlat,1,2,1,ascot vale,-37.77754837,144.9136704,6,10,0,2020,550600,3455
63,House,1,3,2,ascot vale,-37.77630485,144.9156268,28,34,1,2020,1403293,3455
12,Townhouse,1,2,1,ascot vale,-37.77805531,144.9144997,5,7,0,2020,896291,3455
6,House,1,3,1,ashbourne,-37.3936781,144.4734397,0,6,0,2014,628333,259
3,House,2,4,3,ashbourne,-37.38999103,144.457509,0,3,0,2018,1095000,284
2,House,1,3,1,ashbourne,-37.4031887,144.448532,0,2,0,2020,965000,424
2,ApartmentUnitFlat,1,2,1,ashburton,-37.865099,145.081093,0,2,0,2011,620000,563
25,House,1,3,1,ashburton,-37.8662571,145.0819004,7,18,0,2011,912385,563
5,ApartmentUnitFlat,1,2,1,ashburton,-37.8696306,145.0754212,0,4,1,2012,612100,588
25,House,1,3,1,ashburton,-37.86712297,145.0823651,4,18,3,2012,865792,588
3,Townhouse,2,3,2,ashburton,-37.86979797,145.083435,1,1,1,2012,802166,588
5,ApartmentUnitFlat,1,2,1,ashburton,-37.86500436,145.0829438,3,2,0,2013,584900,668
20,House,1,3,1,ashburton,-37.86772654,145.08137,14,5,1,2013,1002550,668
3,Townhouse,2,3,1,ashburton,-37.86798,145.0850923,1,2,0,2013,757000,668
48,House,1,3,1,ashburton,-37.86727485,145.0822236,34,14,0,2014,1177687,852
3,Townhouse,2,3,2,ashburton,-37.8683495,145.0807543,2,1,0,2014,1258366,852
111,House,1,3,2,ashburton,-37.86730491,145.0791591,81,30,0,2015,1591038,793
5,Townhouse,2,3,2,ashburton,-37.87208266,145.0767436,3,2,0,2015,1172600,793
3,ApartmentUnitFlat,1,2,1,ashburton,-37.8658535,145.085411,1,2,0,2016,568000,1243
57,House,1,3,2,ashburton,-37.86762033,145.0798904,37,19,1,2016,1653123,1243
10,Townhouse,2,3,2,ashburton,-37.869022,145.0815155,7,3,0,2016,1291299,1243
4,ApartmentUnitFlat,1,2,1,ashburton,-37.86649325,145.0879628,2,1,1,2017,716250,1008
71,House,1,3,2,ashburton,-37.8669573,145.0804,61,9,1,2017,1869964,1008
11,Townhouse,2,3,1,ashburton,-37.86899008,145.0811832,8,3,0,2017,1453409,1008
3,ApartmentUnitFlat,2,2,1,ashburton,-37.8636833,145.0847063,0,2,1,2018,921666,821
66,House,1,3,2,ashburton,-37.86623149,145.080421,38,28,0,2018,1789579,821
11,Townhouse,1,3,1,ashburton,-37.86864395,145.080476,4,6,1,2018,1140944,821
4,ApartmentUnitFlat,1,2,1,ashburton,-37.86943333,145.0789443,3,1,0,2019,920250,1054
68,House,1,3,2,ashburton,-37.86716931,145.080864,50,18,0,2019,1611143,1054
7,Townhouse,3,3,2,ashburton,-37.86537737,145.0822427,2,5,0,2019,1513000,1054
40,House,1,3,2,ashburton,-37.86870008,145.0797581,20,17,3,2020,1637097,1420
7,Townhouse,2,3,2,ashburton,-37.86906379,145.0814536,4,3,0,2020,1363285,1420
3,ApartmentUnitFlat,1,2,1,ashwood,-37.86671263,145.096293,0,3,0,2011,478333,563
29,House,1,3,2,ashwood,-37.86680795,145.1010304,7,22,0,2011,752215,563
4,Townhouse,1,2,1,ashwood,-37.86665,145.1005135,2,2,0,2011,590625,563
5,ApartmentUnitFlat,1,2,1,ashwood,-37.86875986,145.1018188,3,2,0,2012,514000,588
16,House,1,3,2,ashwood,-37.86767,145.1056988,7,8,1,2012,660906,588
4,Townhouse,2,3,1,ashwood,-37.86804878,145.1073393,0,4,0,2012,719375,588
6,ApartmentUnitFlat,1,2,2,ashwood,-37.86775398,145.1002572,4,2,0,2013,521350,668
33,House,1,3,1,ashwood,-37.86615072,145.1045766,13,16,4,2013,781872,668
13,Townhouse,1,2,1,ashwood,-37.8673128,145.1049299,4,8,1,2013,610230,668
10,ApartmentUnitFlat,1,2,1,ashwood,-37.86653577,145.1015419,3,7,0,2014,571550,852
49,House,1,3,1,ashwood,-37.86623149,145.1032161,32,16,1,2014,894420,852
8,Townhouse,1,3,1,ashwood,-37.86612953,145.1086108,3,5,0,2014,938312,852
31,ApartmentUnitFlat,1,2,1,ashwood,-37.86853991,145.1002277,20,10,1,2015,604717,793
88,House,1,3,1,ashwood,-37.86630633,145.1028792,68,20,0,2015,1151722,793
25,Townhouse,2,3,1,ashwood,-37.86732405,145.1026962,11,14,0,2015,1060300,793
15,ApartmentUnitFlat,1,2,1,ashwood,-37.86985219,145.0999375,11,4,0,2016,630000,1243
39,House,1,3,2,ashwood,-37.86372248,145.1030856,29,9,1,2016,1385936,1243
17,Townhouse,1,3,1,ashwood,-37.86729019,145.1054458,10,6,1,2016,1195604,1243
8,ApartmentUnitFlat,1,2,1,ashwood,-37.86748082,145.1010255,4,4,0,2017,704750,1008
51,House,1,3,1,ashwood,-37.86608459,145.1038148,39,11,1,2017,1364860,1008
22,Townhouse,2,3,1,ashwood,-37.86820847,145.1029596,17,4,1,2017,1002517,1008
15,ApartmentUnitFlat,1,2,1,ashwood,-37.868803,145.0979277,11,3,1,2018,670133,821
39,House,1,3,1,ashwood,-37.86673806,145.1037117,23,16,0,2018,1363977,821
12,Townhouse,2,3,2,ashwood,-37.86617578,145.1017392,4,8,0,2018,1047791,821
7,ApartmentUnitFlat,1,2,1,ashwood,-37.8700396,145.0977333,4,3,0,2019,653428,1054
38,House,1,3,1,ashwood,-37.86421437,145.103347,28,10,0,2019,1230573,1054
18,Townhouse,2,3,1,ashwood,-37.86681782,145.103331,10,8,0,2019,1006322,1054
7,ApartmentUnitFlat,1,2,1,ashwood,-37.86858224,145.1036159,3,4,0,2020,736214,1420
17,House,1,3,2,ashwood,-37.86572802,145.1026321,7,10,0,2020,1275000,1420
7,Townhouse,2,3,1,ashwood,-37.86824074,145.1036491,1,6,0,2020,1160285,1420
4,ApartmentUnitFlat,1,2,1,aspendale,-38.02351545,145.0998348,0,3,1,2011,408500,1756
24,House,1,3,2,aspendale,-38.02141907,145.1030795,4,19,1,2011,671229,1756
6,Townhouse,1,2,2,aspendale,-38.02340445,145.0991363,0,6,0,2011,597167,1756
34,House,1,3,1,aspendale,-38.02209961,145.1016456,8,25,1,2012,632269,2005
5,Townhouse,2,3,2,aspendale,-38.01834912,145.0976532,1,4,0,2012,635400,2005
4,ApartmentUnitFlat,1,2,1,aspendale,-38.02535945,145.1016543,1,3,0,2013,418750,1898
31,House,1,3,2,aspendale,-38.02131575,145.1008865,8,22,1,2013,787732,1898
3,Townhouse,2,3,3,aspendale,-38.0179093,145.093961,1,2,0,2013,1453333,1898
7,ApartmentUnitFlat,1,2,1,aspendale,-38.02342031,145.1000324,4,3,0,2014,694285,1875
23,House,1,3,2,aspendale,-38.02247617,145.102894,11,12,0,2014,694195,1875
4,Townhouse,2,3,2,aspendale,-38.024605,145.0988885,0,4,0,2014,840000,1875
8,ApartmentUnitFlat,1,2,1,aspendale,-38.02221551,145.0987004,4,4,0,2015,484187,2210
25,House,1,3,2,aspendale,-38.02022421,145.1016061,12,13,0,2015,890660,2210
13,Townhouse,2,3,2,aspendale,-38.02529445,145.1002988,3,10,0,2015,1172615,2210
3,ApartmentUnitFlat,1,2,1,aspendale,-38.02074433,145.096171,0,3,0,2016,630666,1935
24,House,1,3,2,aspendale,-38.02259855,145.1033167,6,13,5,2016,919674,1935
5,Townhouse,1,2,2,aspendale,-38.0243616,145.1003496,0,5,0,2016,981400,1935
4,ApartmentUnitFlat,1,2,1,aspendale,-38.0184044,145.0965883,2,2,0,2017,652500,2704
25,House,1,3,3,aspendale,-38.02142124,145.1031395,15,8,2,2017,1311204,2704
6,Townhouse,1,3,1,aspendale,-38.02448285,145.1010015,3,3,0,2017,1030416,2704
6,ApartmentUnitFlat,1,2,2,aspendale,-38.02237593,145.0989863,1,5,0,2018,803666,2043
23,House,1,3,2,aspendale,-38.02471128,145.1057938,12,9,2,2018,1001347,2043
9,Townhouse,2,3,1,aspendale,-38.02536947,145.101909,2,7,0,2018,1256144,2043
5,ApartmentUnitFlat,1,1,1,aspendale,-38.0208779,145.099117,2,3,0,2019,575600,2225
34,House,1,3,2,aspendale,-38.02199836,145.1030793,10,24,0,2019,1279308,2225
5,Townhouse,2,3,2,aspendale,-38.02107434,145.0994232,1,4,0,2019,978000,2225
3,ApartmentUnitFlat,1,2,1,aspendale,-38.02834703,145.103161,2,1,0,2020,691333,2655
31,House,1,3,2,aspendale,-38.02193803,145.1015726,10,21,0,2020,1605290,2655
11,Townhouse,1,3,2,aspendale,-38.02211343,145.0996301,4,7,0,2020,1143727,2655
19,House,2,3,1,aspendale gardens,-38.01894976,145.1132136,1,18,0,2011,555368,1756
24,House,2,3,1,aspendale gardens,-38.02108399,145.1177674,3,21,0,2012,553916,2005
24,House,2,3,1,aspendale gardens,-38.02155685,145.1190367,6,18,0,2013,572321,1898
21,House,1,3,1,aspendale gardens,-38.02014836,145.117875,5,16,0,2014,630637,1875
18,House,2,3,2,aspendale gardens,-38.02248759,145.1197242,5,13,0,2015,659530,2210
16,House,2,3,2,aspendale gardens,-38.02070919,145.1173786,3,8,5,2016,785843,1935
14,House,2,3,2,aspendale gardens,-38.01976244,145.1174434,11,3,0,2017,908428,2704
19,House,2,3,2,aspendale gardens,-38.02148065,145.1187804,8,11,0,2018,977868,2043
19,House,2,3,2,aspendale gardens,-38.02023953,145.1184794,7,12,0,2019,822263,2225
15,House,2,3,1,aspendale gardens,-38.02259581,145.1194897,6,9,0,2020,969033,2655
2,Townhouse,1,3,2,aspendale gardens,-38.0193825,145.1163105,2,0,0,2020,702500,2655
13,House,2,3,2,attwood,-37.67165407,144.8895791,8,5,0,2011,602769,477
13,House,2,4,2,attwood,-37.67172042,144.8880607,4,8,1,2012,574461,451
22,House,1,3,2,attwood,-37.67179525,144.8894469,16,6,0,2013,579863,510
2,ApartmentUnitFlat,1,1,1,attwood,-37.67391,144.88623,0,2,0,2014,50000,483
42,House,2,3,2,attwood,-37.67234794,144.8887705,24,18,0,2014,547071,483
2,Townhouse,2,3,1,attwood,-37.671936,144.899048,0,2,0,2014,389500,483
44,House,1,3,2,attwood,-37.67130337,144.888472,28,14,2,2015,617090,644
3,ApartmentUnitFlat,1,2,1,attwood,-37.6734208,144.888871,1,2,0,2016,215333,533
41,House,2,4,2,attwood,-37.67092976,144.8882621,25,16,0,2016,687658,533
4,Townhouse,2,3,1,attwood,-37.67206575,144.898125,0,4,0,2016,430000,533
2,ApartmentUnitFlat,1,2,1,attwood,-37.6731262,144.8854,0,2,0,2017,104000,613
21,House,2,4,2,attwood,-37.67073774,144.8878716,14,7,0,2017,833642,613
20,House,2,3,1,attwood,-37.67133192,144.8900551,12,6,2,2018,768700,541
23,House,1,3,2,attwood,-37.67163091,144.8912765,12,7,4,2019,784717,593
16,House,2,3,2,attwood,-37.67138171,144.8905779,5,8,3,2020,779468,667
4,ApartmentUnitFlat,1,2,1,avondale heights,-37.7586567,144.8601685,0,3,1,2011,498250,449
60,House,1,3,1,avondale heights,-37.76210391,144.8598719,19,38,3,2011,557663,449
3,Townhouse,1,3,2,avondale heights,-37.75913497,144.8686677,2,1,0,2011,496666,449
8,ApartmentUnitFlat,1,3,1,avondale heights,-37.7619912,144.8611793,0,8,0,2012,415625,419
110,House,1,3,1,avondale heights,-37.76004388,144.8603813,20,80,10,2012,575343,419
10,Townhouse,1,3,1,avondale heights,-37.7614655,144.866277,0,8,2,2012,496600,419
12,ApartmentUnitFlat,1,2,1,avondale heights,-37.76058197,144.860213,2,10,0,2013,473333,432
134,House,1,3,2,avondale heights,-37.76220101,144.8605827,60,72,2,2013,574440,432
18,Townhouse,2,2,1,avondale heights,-37.7630413,144.8651072,2,16,0,2013,516055,432
14,ApartmentUnitFlat,1,2,1,avondale heights,-37.76381273,144.8599221,4,10,0,2014,427857,484
150,House,1,3,1,avondale heights,-37.76131287,144.8600257,76,70,4,2014,578716,484
28,Townhouse,2,3,1,avondale heights,-37.76395561,144.8628192,6,22,0,2014,566821,484
20,ApartmentUnitFlat,1,2,1,avondale heights,-37.76040915,144.8609038,4,16,0,2015,512437,426
182,House,1,3,2,avondale heights,-37.76142059,144.8613074,117,63,2,2015,721070,426
28,Townhouse,1,2,1,avondale heights,-37.76317371,144.8654492,6,22,0,2015,548588,426
7,ApartmentUnitFlat,1,2,1,avondale heights,-37.76075276,144.8610579,4,3,0,2016,563042,508
120,House,1,3,1,avondale heights,-37.76175874,144.8608983,85,33,2,2016,813990,508
13,Townhouse,1,3,1,avondale heights,-37.75915908,144.8604095,5,8,0,2016,680723,508
8,ApartmentUnitFlat,1,2,0,avondale heights,-37.76111378,144.8566014,4,4,0,2017,487250,552
102,House,1,3,1,avondale heights,-37.76125195,144.8601925,72,27,3,2017,896750,552
5,Townhouse,2,3,1,avondale heights,-37.76752048,144.8624956,3,2,0,2017,836600,552
3,ApartmentUnitFlat,1,3,2,avondale heights,-37.76740773,144.8630667,2,1,0,2018,753333,426
91,House,1,3,1,avondale heights,-37.76085978,144.8619776,55,34,2,2018,909621,426
14,Townhouse,1,2,1,avondale heights,-37.76483461,144.8650103,6,7,1,2018,739107,426
6,ApartmentUnitFlat,1,2,1,avondale heights,-37.76595018,144.864292,6,0,0,2019,583000,414
98,House,1,3,1,avondale heights,-37.76198523,144.8608257,51,41,6,2019,852122,414
23,Townhouse,1,3,1,avondale heights,-37.76265353,144.8633971,11,12,0,2019,779130,414
6,ApartmentUnitFlat,1,2,1,avondale heights,-37.7653721,144.8607038,5,1,0,2020,593500,382
55,House,1,3,1,avondale heights,-37.76187192,144.8619455,26,28,1,2020,879081,382
8,Townhouse,2,3,1,avondale heights,-37.7604624,144.8645286,4,4,0,2020,845750,382
3,House,2,3,1,avonsleigh,-37.9193831,145.4758757,0,3,0,2011,418500,398
9,House,1,3,2,avonsleigh,-37.92054311,145.4738938,0,9,0,2012,423024,244
5,House,2,3,5,avonsleigh,-37.91453706,145.4777854,0,5,0,2013,744000,304
13,House,1,3,2,avonsleigh,-37.91959039,145.4745712,0,13,0,2014,496192,331
17,House,1,3,3,avonsleigh,-37.9198607,145.4746159,0,17,0,2015,505220,392
15,House,1,3,3,avonsleigh,-37.91834015,145.4785086,0,15,0,2016,622550,281
10,House,1,3,3,avonsleigh,-37.92286019,145.4715133,0,10,0,2017,622450,272
10,House,1,3,3,avonsleigh,-37.91778376,145.4785024,0,10,0,2018,805302,252
14,House,1,3,2,avonsleigh,-37.92303836,145.4740445,1,13,0,2019,664835,289
6,House,1,3,3,avonsleigh,-37.92479403,145.4721687,0,6,0,2020,675083,304
13,ApartmentUnitFlat,1,2,1,bacchus marsh,-37.67653195,144.4326953,0,13,0,2011,274169,1009
118,House,1,3,1,bacchus marsh,-37.66568003,144.4301782,4,114,0,2011,360135,1009
4,Townhouse,1,2,1,bacchus marsh,-37.67060878,144.4323158,0,4,0,2011,317625,1009
8,ApartmentUnitFlat,1,2,1,bacchus marsh,-37.67361713,144.4368113,0,8,0,2012,249977,1103
98,House,1,3,1,bacchus marsh,-37.6652852,144.4296353,4,94,0,2012,379892,1103
2,Townhouse,2,3,1,bacchus marsh,-37.664436,144.429901,0,2,0,2012,324500,1103
8,ApartmentUnitFlat,1,2,1,bacchus marsh,-37.6731394,144.436806,0,8,0,2013,276062,1349
160,House,1,3,2,bacchus marsh,-37.66673985,144.4307851,3,157,0,2013,382007,1349
8,Townhouse,2,3,2,bacchus marsh,-37.67671108,144.4311244,0,8,0,2013,316375,1349
10,ApartmentUnitFlat,1,2,1,bacchus marsh,-37.67560383,144.4329774,0,10,0,2014,257575,1295
131,House,1,3,2,bacchus marsh,-37.6657166,144.4327257,4,127,0,2014,411725,1295
4,Townhouse,1,2,1,bacchus marsh,-37.67408293,144.443371,0,4,0,2014,372250,1295
20,ApartmentUnitFlat,1,2,1,bacchus marsh,-37.66752442,144.4363783,0,20,0,2015,263325,1377
189,House,1,3,1,bacchus marsh,-37.66690982,144.4330531,4,182,3,2015,421606,1377
7,Townhouse,2,3,1,bacchus marsh,-37.67064266,144.4257333,0,7,0,2015,322000,1377
20,ApartmentUnitFlat,1,2,1,bacchus marsh,-37.66763155,144.4318352,0,20,0,2016,260525,1648
156,House,1,3,1,bacchus marsh,-37.66846238,144.4305383,3,153,0,2016,427931,1648
7,Townhouse,1,2,1,bacchus marsh,-37.67200684,144.4244101,0,7,0,2016,284928,1648
20,ApartmentUnitFlat,1,2,1,bacchus marsh,-37.66380536,144.4489766,0,20,0,2017,310950,1822
142,House,1,3,1,bacchus marsh,-37.66842089,144.4275983,2,140,0,2017,447571,1822
7,Townhouse,1,2,1,bacchus marsh,-37.66263061,144.4306603,0,7,0,2017,305571,1822
20,ApartmentUnitFlat,1,2,1,bacchus marsh,-37.6720276,144.4362884,1,19,0,2018,312150,1670
107,House,1,3,1,bacchus marsh,-37.67104429,144.426069,2,105,0,2018,495669,1670
6,Townhouse,2,3,1,bacchus marsh,-37.67200187,144.4254545,0,6,0,2018,398000,1670
11,ApartmentUnitFlat,1,2,1,bacchus marsh,-37.67459152,144.436647,0,11,0,2019,339545,1746
89,House,1,3,2,bacchus marsh,-37.67053951,144.4290241,0,89,0,2019,529259,1746
2,Townhouse,2,3,2,bacchus marsh,-37.67239,144.432425,0,2,0,2019,442500,1746
11,ApartmentUnitFlat,1,1,1,bacchus marsh,-37.6730891,144.4365295,0,11,0,2020,300818,1672
83,House,1,3,2,bacchus marsh,-37.6720561,144.4295074,0,83,0,2020,511072,1672
2,House,1,3,2,badger creek,-37.684848,145.540489,0,2,0,2012,305500,390
3,House,1,3,2,badger creek,-37.68397253,145.5425967,0,3,0,2013,361000,360
2,House,1,3,3,badger creek,-37.68024275,145.540413,0,2,0,2014,490250,363
5,House,1,3,1,badger creek,-37.6821961,145.5382078,0,5,0,2015,415100,451
14,House,1,3,2,badger creek,-37.68242274,145.5394347,0,14,0,2016,444000,466
27,House,1,3,2,badger creek,-37.68401234,145.5416013,0,27,0,2017,511870,558
7,House,1,3,1,badger creek,-37.67994571,145.5371071,0,7,0,2018,542428,501
2,ApartmentUnitFlat,1,2,1,badger creek,-37.6753159,145.540482,0,2,0,2019,200000,401
7,House,1,3,1,badger creek,-37.68464516,145.541439,0,7,0,2019,519071,401
7,House,1,2,2,badger creek,-37.68434499,145.544164,0,7,0,2020,612500,581
4,ApartmentUnitFlat,1,1,0,balaclava,-37.87322385,144.9949023,3,1,0,2011,402000,897
3,House,1,2,0,balaclava,-37.8697135,144.9944983,1,1,1,2011,936666,897
2,Townhouse,1,2,1,balaclava,-37.87160495,144.9910735,0,1,1,2011,747500,897
3,ApartmentUnitFlat,1,2,0,balaclava,-37.87214143,144.995763,2,1,0,2012,365783,998
4,ApartmentUnitFlat,1,1,0,balaclava,-37.872612,144.995544,0,4,0,2013,320750,1154
2,House,1,2,0,balaclava,-37.87276,144.993362,0,2,0,2013,580000,1154
6,ApartmentUnitFlat,1,2,1,balaclava,-37.8702966,144.994466,2,4,0,2014,475000,1195
3,House,1,2,1,balaclava,-37.86858367,144.996328,1,2,0,2014,906666,1195
12,ApartmentUnitFlat,1,1,0,balaclava,-37.87023763,144.9954614,8,4,0,2015,450416,1103
8,House,1,2,1,balaclava,-37.86906574,144.9924375,6,2,0,2015,1075812,1103
19,ApartmentUnitFlat,1,1,0,balaclava,-37.87072168,144.9954813,12,6,1,2016,512342,1396
9,House,1,2,1,balaclava,-37.87092464,144.9936983,9,0,0,2016,1243277,1396
24,ApartmentUnitFlat,1,1,0,balaclava,-37.87043102,144.9954377,15,9,0,2017,504062,1394
16,House,1,3,1,balaclava,-37.87174363,144.9940534,15,1,0,2017,1557906,1394
5,Townhouse,1,2,1,balaclava,-37.8708756,144.9948272,2,3,0,2017,968400,1394
29,ApartmentUnitFlat,1,1,0,balaclava,-37.87133402,144.9955109,18,11,0,2018,525156,1929
10,House,1,2,0,balaclava,-37.87102237,144.993217,8,2,0,2018,1170450,1929
22,ApartmentUnitFlat,1,1,1,balaclava,-37.87061551,144.9964435,14,6,2,2019,579090,1204
10,House,1,2,0,balaclava,-37.87087186,144.9927003,7,3,0,2019,1257600,1204
5,Townhouse,1,2,1,balaclava,-37.86890572,144.9948202,1,4,0,2019,882000,1204
19,ApartmentUnitFlat,1,1,0,balaclava,-37.87006917,144.9966916,10,7,2,2020,548842,1376
11,House,1,2,1,balaclava,-37.86944311,144.9945203,7,4,0,2020,1403268,1376
3,House,2,4,4,balliang east,-37.79259767,144.436142,1,2,0,2015,576666,1377
